DDR,"Luckner-Bien, Renate",,,,1,,,,,,,,
DDR,"Lüder, Dagmar",,,1,,1,,,,,,,
DDR,"Ludewig, Manfred",,,,1,,,,,,,,
DDR,"Machlitt, Ulla",1,1,,,,,,,,,,
DDR,"Marth, Erich",1,1,1,,,,,,,,,
DDR,"Matthes, Hubert",,1,1,,1,,,,,,,
DDR,"Matz, Volker",,,,,1,,,,,,,
DDR,"Matzke, Horst",,,1,1,1,,,,,,,
DDR,"Mauersberger, Lutz",,,,1,,,,,,,,
DDR,"Meinl, Kurt",,,1,,,,,,,,,
DDR,"Meißner, Jürgen",,1,,,,,,,,,,
DDR,"Meixner, Lutz",,,,1,1,,,,,,,
DDR,"Menz, Jochen",,,,1,1,,,,,,,
DDR,"Mertens, Hans-Norbert",,,,1,,,,,,,,
DDR,"Meter, Thomas",,,,,1,,,,,,,
DDR,"Meyer, Peter",,,,1,1,,,,,,,
DDR,"Michel, Horst",1,,1,,,,,,,,,
DDR,"Michel-Triller, Günter",1,,,,,,,,,,,
DDR,"Milde, Kurt",,,1,,,,,,,,,
DDR,"Mitsching, Werner",,,1,1,,,,,,,,
DDR/D,"Mönnig, Hans-Ulrich",,,,,1,1,,,,,,
DDR,"Mrusek, Hans-Joachim",1,,,,,,,,,,,
DDR,"Mühlemann, Mathis",,,,1,,,,,,,,
DDR,"Müller, Dieter",,,1,,,,,,,,,
DDR,"Müller, Elke",,1,,,,,,,,,,
DDR,"Müller, Ernst",1,1,,,,,,,,,,
DDR,"Müller, Ute",,,,,1,,,,,,,
DDR,"Musiolek, Annette",,,,,1,,,,,,,
DDR,"Musiolek, Berndt",,,,,1,,,,,,,
DDR,"Nerlich, Klaus",,,1,1,1,,,,,,,
DDR,"Nick, Harry",,,,,1,,,,,,,
DDR,"Nickel, Rainer",,,,1,,,,,,,,
DDR,"Nitsch, Walter",,,,1,1,,,,,,,
DDR,"Noack, Klaus-Peter",,,,,1,,,,,,,
DDR,"Nöther, Horst",,,,1,1,,,,,,,
DDR,"Oehlke, Horst",1,1,,1,1,,,,,,,
DDR,"Oette, Angelika",1,,,,,,,,,,,
DDR,"Olbrich, Harald",1,1,,,,,,,,,,
DDR,"Opitz, Georg",1,,,1,,,,,,,,
DDR,"Pach, Rainer",,,,1,,,,,,,,
DDR,"Pape, Ruth",1,,,,,,,,,,,
DDR,"Papke, Hans-Joachim",,,,,,,,,,,,
DDR,"Paul, Wolfgang",1,1,,1,1,,,,,,,
DDR,"Paulick, Richard",1,,,,,,,,,,,
DDR,"Petras, Hubert",,,,,1,,,,,,,
DDR,"Petruchat, Angelika",,,,,1,,,,,,,
DDR,"Petruschat, Jörg",,,,1,,,,,,,,
DDR,"Pfanne, Otto K.",,,,1,,,,,,,,
DDR,"Pfrogner, Ernst",,,1,,,,,,,,,
DDR,"Piechatzek, Wolfgang",,,,,1,,,,,,,
DDR,"Pietraß, Martin",,,,,1,,,,,,,
DDR,"Pietsch, Knut",,,,1,1,,,,,,,
DDR,"Pistorius, Elke",,,,1,1,,,,,,,
DDR,"Plahnert, Gerhard",1,1,1,1,1,,,,,,,
DDR,"Pletat, Gerhard",,,1,,,,,,,,,
DDR,"Pötzsch, Herbert",,,,,1,,,,,,,
DDR,"Preukschat, Hans-Joachim",,,,1,,,,,,,,
DDR,"Preuss, Ingrid",,,,,1,,,,,,,
DDR,"Primus, Karin",,,,,1,,,,,,,
